PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,IC50_Qualifier,IC50,Std.Err(IC50),nH,Excluded_Points_first_point,% Activity at 20 uM_first_point,% Activity at 10 uM_first_point,% Activity at 5 uM_first_point,% Activity at 2.5 uM_first_point,% Activity at 1.25 uM_first_point,% Activity at 0.625 uM_first_point,% Activity at 0.3125 uM_first_point,% Activity at 0.15625 uM_first_point,% Activity at 0.078125 uM_first_point,% Activity at 0.0390625 uM_first_point,Excluded_Points_second_point,% Activity at 20 uM_second_point,% Activity at 10 uM_second_point,% Activity at 5 uM_second_point,% Activity at 2.5 uM_second_point,% Activity at 1.25 uM_second_point,% Activity at 0.625 uM_second_point,% Activity at 0.3125 uM_second_point,% Activity at 0.15625 uM_second_point,% Activity at 0.078125 uM_second_point,% Activity at 0.0390625 uM_second_point,Excluded_Points_third_point,% Activity at 20 uM_third_point,% Activity at 10 uM_third_point,% Activity at 5 uM_third_point,% Activity at 2.5 uM_third_point,% Activity at 1.25 uM_third_point,% Activity at 0.625 uM_third_point,% Activity at 0.3125 uM_third_point,% Activity at 0.15625 uM_third_point,% Activity at 0.078125 uM_third_point,% Activity at 0.0390625 uM_third_point
RESULT_TYPE,,,,,,,,STRING,FLOAT,FLOAT,FLOAT,STRING,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,STRING,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,STRING,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT
RESULT_DESCR,,,,,,,,"This qualifier is to be used with the next TID, IC50_1_Range1. If qualifier is =, the IC50 result equals the value in that column. If the qualifier is >, the IC50 result is greater than that value. If the qualifier is <, the IC50 result is smaller than that value",IC50 value determined using sigmoidal dose response equation,Standard Error of IC50 value,Hill coefficient determined using sigmoidal dose response equation,Flags to indicate which of the first dose-response points were excluded from analysis. (1) means the titration point was excluded and (0) means the point was not excluded.,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,Flags to indicate which of the first dose-response points were excluded from analysis. (1) means the titration point was excluded and (0) means the point was not excluded.,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,Flags to indicate which of the first dose-response points were excluded from analysis. (1) means the titration point was excluded and (0) means the point was not excluded.,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration,% inhibition at the test concentration
RESULT_UNIT,,,,,,,,NONE,MICROMOLAR,MICROMOLAR,NONE,NONE,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,NONE,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,NONE,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,85147365,44143150,C[C@@H](CN1CCC[C@H]1CN2[C@@H](CN=C2N)CC(C)C)N3C[C@H](N(C3=N)CCCC4CCCC4)CC5=CC=CC=C5,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",22.9199,19.5981,15.8127,8.06179,-1.96034,-3.72168,-3.61868,-2.64531,10.5647,-0.502861,"0,0,0,0,0,0,0,0,0,0",20.7517,18.223,11.43,5.94509,-5.61178,-5.48817,-5.53968,-1.72859,5.02322,8.37594,"0,0,0,0,0,0,0,0,0,0",24.3516,15.9724,18.635,4.84296,-0.245355,-3.95859,-4.64356,-2.43931,-1.03332,7.02661
40,85146117,44142089,COC1=C(C=C(C=C1)C2=NN3C(=NN=C3SC2)C4=CC=CC=C4F)OC5CCCC5,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",44.7306,29.4863,15.9466,17.5123,12.9492,7.89183,6.17169,10.1218,-3.63413,-2.61441,"0,0,0,0,0,0,0,0,0,0",44.0405,30.6193,11.981,19.2581,11.0798,9.03516,1.88164,4.58031,-4.99376,-4.48905,"0,0,0,0,0,0,0,0,0,0",45.4362,27.4932,16.8273,19.6959,15.0968,2.01555,5.89359,4.3228,-8.00143,-4.37575
41,85201140,44202225,CN1C=NC=C1C#CC2=C(SC3=CC=CC=C32)C4=CC=C(C=C4)S(=O)(=O)C,Active,53,,,=,8.839,0.564,0.632,"0,0,0,0,0,0,0,0,0,0",56.9261,55.5098,42.3101,31.8708,19.8349,12.5115,8.15449,8.10299,3.76659,0.321158,"0,0,0,0,0,0,0,0,0,0",60.8505,58.6565,36.5059,29.2288,24.3053,17.0384,11.8574,6.30044,7.41287,-0.271105,"0,0,0,0,0,0,0,0,0,0",60.4951,51.606,44.2105,33.0759,26.1232,12.8359,8.12874,14.1801,4.75541,-1.33718
42,85201115,44202200,CN1C=NC=C1C#CC2=C(SC3=C2C=C(C=C3)OC)C4=CC=CC=C4OC,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",36.8612,21.3439,18.8049,12.8359,17.0951,5.00777,6.4086,13.1141,6.06869,5.68243,"0,0,0,0,0,0,0,0,0,0",39.9925,23.2186,12.7484,13.6188,13.7012,8.20599,9.69437,5.26527,7.45922,5.81633,"0,0,0,0,0,0,0,0,0,0",33.6785,47.0636,11.4609,10.0394,16.4565,13.0213,9.91068,9.95703,4.2713,0.38811
43,4242667,3237492,COC1=CC2=CC3=C(N=C2C=C1)OC(=C3)C(=O)NC4CCN(CC4)CC5=CC=CC=C5,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",25.1514,22.9347,12.4167,13.8537,12.3046,9.68529,4.5435,9.55279,3.5345,7.14242,"0,0,0,0,0,0,0,0,0,0",25.1667,13.9608,-1.01106,-1.32701,6.23025,9.82797,-0.521855,0.859141,-3.9718,0.237438,"0,0,0,0,0,0,0,0,0,0",26.2012,13.4053,2.9128,0.604345,11.8358,9.06358,5.05818,5.94488,-1.38307,-2.63157
44,4259929,616267,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCNCC3)N)OC,Active,45,,,=,1.496,0.084,2.777,"0,0,0,0,0,0,0,0,0,0",89.4314,87.7753,85.691,81.5226,40.2659,0.181383,-6.08151,-5.90825,5.96016,2.55608,"0,0,0,0,0,0,0,0,0,0",88.1626,88.1779,85.5229,81.7825,43.3286,3.57017,-5.9745,-2.72839,4.90531,6.23025,"0,0,0,0,0,0,0,0,0,0",89.8289,87.1281,88.718,82.0067,39.899,2.00063,-9.16455,0.390316,2.38282,11.9581
45,4255109,873559,CCCN1C2=CC=CC=C2C3=NC4=CC=CC=C4N=C31,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",54.2797,44.4599,27.4293,20.6212,13.3391,1.76112,5.45057,13.4053,5.73594,1.4095,"0,0,0,0,0,0,0,0,0,0",56.9908,44.0624,32.1787,13.7162,11.6268,9.65471,-1.87737,5.92959,7.72845,12.3657,"0,0,0,0,0,0,0,0,0,0",52.9395,41.1475,19.8007,18.4605,3.56508,11.0969,0.640017,6.97425,5.59326,4.25812
46,3716424,2999609,CC1=C(SC2=C1C(=O)NC(=N2)C(C)NC3=CC=CC=C3N4CCOCC4)C,Active,48,,,=,16.527,1.767,1.896,"0,0,0,0,0,0,0,0,0,0",55.8544,33.5597,10.0369,-1.12317,-10.1379,-10.6271,-17.7767,-9.92384,-0.567718,-4.68523,"0,0,0,0,0,0,0,0,0,0",56.0735,31.0168,11.8358,-7.06503,-16.5791,-14.6936,-18.2047,-13.012,-7.22809,-6.58091,"0,0,0,0,0,0,0,0,0,0",55.6658,33.417,9.95537,-5.42414,-10.8207,-15.4478,-19.5297,-12.0387,-11.4118,-8.48679
47,4242782,3237593,CCCOC1=CC=C(C=C1)C(=O)NN2C(=NC3=CC=CC=C3C2=O)C,Active,57,,,=,1.545,0.104,0.662,"0,0,0,0,0,0,0,0,0,0",79.209,78.5007,70.653,61.5312,46.0192,30.8334,17.3852,22.5984,15.6475,16.7279,"0,0,0,0,0,0,0,0,0,0",81.4563,78.0879,72.1766,59.2737,50.8655,29.0345,22.4302,18.7204,12.7072,13.5531,"0,0,0,0,0,0,0,0,0,0",80.8142,79.5555,72.4212,61.7809,45.3109,32.0411,20.6109,14.4449,13.1556,17.5126
48,4252111,3245706,C1=CC=C(C=C1)CN2C(=O)C3=C(C=CS3)N=C2SCC(=O)NCC4=CC=CO4,Active,54,,,=,18.053,1.879,1.131,"0,0,0,0,0,0,0,0,0,0",52.0528,36.2707,22.4404,8.29919,3.36124,1.71526,0.747031,-1.56142,-12.9916,-4.10429,"0,0,0,0,0,0,0,0,0,0",53.0363,31.8322,25.182,6.95387,2.25542,-5.0929,-9.16964,-3.43673,-13.5674,-8.66515,"0,0,0,0,0,0,0,0,0,0",48.6946,34.7572,22.5933,4.71676,9.5426,2.88222,3.26952,-0.272154,-14.4592,8.19218
49,4244504,3239088,COC1=CC=C(C=C1)CN2C(=O)C3=C(C=CS3)N=C2SCC(=O)NCC4=CC=CO4,Active,56,,,=,10.372,0.629,0.945,"0,0,0,0,0,0,0,0,0,0",59.8649,47.1149,34.8133,21.6403,10.0012,2.58666,3.69757,1.97005,-9.7302,-7.19752,"0,0,0,0,0,0,0,0,0,0",64.9048,54.56,36.7803,20.9931,10.8421,9.4152,5.39961,10.0318,-4.62408,-3.64056,"0,0,0,0,0,0,0,0,0,0",66.1176,48.4959,31.2818,20.3307,10.2509,8.31448,3.21346,5.85315,-5.87258,-2.32581
50,17414284,5337760,COC1=CC(=CC(=C1OC)OC)/C=N/NC(=O)CSCC2=CC=C(C=C2)[N+](=O)[O-],Active,58,,,=,4.559,0.277,0.906,"0,0,1,0,0,0,0,0,0,0",78.1593,74.0519,,37.0147,23.9641,14.9749,10.944,7.45837,5.38942,-0.786843,"0,0,0,0,0,0,0,0,0,0",75.7438,69.8223,52.1191,24.4635,17.9458,13.2473,8.81388,13.7824,0.497331,-1.3372,"0,0,0,1,0,0,0,0,0,0",79.7492,72.2939,48.6284,,27.9338,15.9329,8.94638,10.2866,-0.16514,1.71526
51,17413118,1254639,COC1=C(C=C(C=C1)C2=CC3=CC=CC=C3OC2=O)NC(=S)NC(=O)C4=CC5=C(C=C4)OCCO5,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",40.7399,23.5564,4.69637,3.39182,-8.43583,-8.57342,-13.0527,-3.41634,-3.73229,8.30939,"0,0,0,0,0,0,0,0,0,0",41.5807,23.8418,6.34236,3.44278,-6.92234,-4.54254,-10.8411,-6.30573,-6.86628,0.762319,"0,0,0,0,0,0,0,0,0,0",40.6379,25.5132,9.33367,5.47605,-6.2191,-3.19212,-7.14656,-10.6933,2.48474,-3.2227
52,17387598,5435424,CC1=C(SC(=N1)N)C(=O)N/N=C\C2=CC(=C(C(=C2)OC)OC)OC,Active,62,,,=,0.477,0.051,0.826,"0,0,0,0,0,0,0,0,0,0",82.98,82.1443,82.6386,81.5532,74.9998,62.9683,45.1682,32.1379,7.86604,3.76382,"0,0,0,0,0,0,0,0,0,0",79.8919,81.8793,81.813,81.1506,75.3157,60.135,43.405,30.0486,8.14632,1.81718,"0,0,0,0,0,0,0,0,0,0",80.1314,81.069,80.8499,84.2693,74.4902,60.1095,44.2866,29.855,6.5462,8.82408
53,17516929,135467323,C1=CC=C2C(=C1)C(=NCCCCCC(=O)OCC(=O)NC3=CC(=C(C=C3)Cl)Cl)NS2(=O)=O,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",25.5183,9.11454,1.85794,-5.05213,-18.0366,-9.05753,-11.2692,-14.3573,-6.24968,-0.771555,"0,0,0,0,0,0,0,0,0,0",27.679,15.357,-1.57671,-6.5911,-7.80903,-11.8399,-11.7838,-12.2476,-3.43163,-7.13637,"0,0,0,0,0,0,0,0,0,0",26.7159,10.9287,7.85075,-2.45321,-13.4757,-15.0198,-3.92593,-4.37947,-2.57042,-2.97809
54,24810840,3178777,CCCC(C(=O)NC(C)(C)C)N(C1=CC2=C(C=C1)OCCO2)C(=O)C3=C(C(=NS3)C(=O)N)N,Active,56,,,=,8.296,0.576,0.895,"0,0,0,0,0,0,0,0,0,0",65.0373,54.4275,32.3469,31.8628,13.0792,9.94008,-2.3411,0.874429,-8.35939,-3.36538,"0,0,1,0,0,0,0,0,0,0",70.923,52.5166,,29.3199,15.9991,5.76652,15.6934,4.60465,-4.33361,-1.81112,"0,0,0,0,0,0,0,0,0,0",69.807,55.9614,37.5192,28.739,14.241,8.53361,9.07377,4.2887,-7.31982,-1.28624
55,24820585,16195168,CC1=CC(=NN1)NC(=O)CN2C3=CC=CC=C3C(=O)N(C2=O)CCCCC(=O)NC4CCN(CC4)CC5=CC=CC=C5,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",11.4077,6.17419,-0.0836,-1.92324,-7.9772,-9.56203,-8.8435,-2.82521,0.84895,6.09266,"0,0,0,0,0,0,0,0,0,0",12.3555,12.7734,-1.03654,-2.50927,-8.89446,-9.23589,-13.0833,-3.14116,-2.63666,3.83516,"0,0,0,0,0,0,0,0,0,0",12.7378,9.56808,-0.761363,-3.98708,-10.2653,-3.86988,-11.7176,-3.9667,-0.323114,20.8657
56,24828785,16196102,CN1CCC(CC1)N(C)C(=O)/C=C/C2=CN(N=C2C3=CC=CS3)C4=CC=CC=C4.Cl,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",28.953,27.5159,16.4068,11.5249,8.10045,13.5225,5.0378,6.81628,6.69398,9.34386,"0,0,0,0,0,0,0,0,0,0",33.8807,23.4239,12.381,12.167,6.25063,10.6943,6.85195,7.32587,7.15771,9.85855,"0,0,0,0,0,0,0,0,0,0",31.4959,22.1194,17.9203,3.56508,7.55009,9.96047,4.11034,4.71676,4.65051,2.74973
57,24835904,4423092,CCCCNC(=S)N=NC1=C(NC2=CC=CC=C21)O,Active,55,,,=,8.603,0.938,0.838,"0,0,0,0,0,0,0,0,0,0",64.7213,59.3706,34.4005,16.3304,13.3391,17.5789,12.8499,10.6637,4.11034,5.34865,"0,0,0,0,0,0,0,0,0,0",68.9356,61.6179,42.6763,30.1964,15.6067,7.52461,2.52041,12.2995,4.74733,13.8079,"0,0,0,0,0,0,0,0,0,0",66.9278,59.2839,28.5096,14.3837,6.65831,17.0642,11.8205,7.917,9.39482,13.1046
58,24796665,2131970,CC1=CC=C(C=C1)C(=O)N/C(=C/C2=CC=C(O2)C3=CC(=CC=C3)[N+](=O)[O-])/C(=O)NCCCN(C)C,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",31.0627,16.9623,-2.06082,-3.79344,-8.50717,-10.7545,-8.32372,-11.3864,-11.7941,0.257822,"0,0,0,0,0,0,0,0,0,0",32.9584,10.8217,2.61214,-3.93103,-5.65345,-14.7548,-12.7725,0.0642,-2.74878,7.82018,"0,0,0,0,0,0,0,0,0,0",35.9548,16.9572,3.38163,2.55099,-8.53775,-4.65975,-6.66245,-4.5935,-3.48259,1.23114
59,24780891,9556747,C1=CC(=CN=C1)/C=N/NC(=O)CSCC2=CC=C(C=C2)[N+](=O)[O-],Active,54,,,=,8.257,1.108,0.689,"0,0,0,1,0,0,0,0,0,0",72.355,57.587,34.9713,,26.563,17.6655,9.57318,11.9988,6.72965,6.62773,"0,0,0,0,1,0,0,0,0,0",72.6404,55.6607,31.0219,18.1496,,18.9904,13.4919,13.2983,11.9122,10.4497,"0,0,0,0,0,1,0,0,0,0",72.7168,57.4851,31.4143,17.3649,16.1622,,12.1262,15.0003,9.1706,12.4982
60,24784005,706880,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC3=CC=C(C=C3)Cl,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",48.6487,35.5114,12.5186,10.8777,6.08247,26.5579,7.14752,7.43798,4.39572,9.23685,"0,0,0,0,0,0,0,0,0,0",49.3927,33.2947,17.4973,17.8693,11.0255,7.48385,13.4002,11.4638,3.52941,9.72096,"0,0,0,0,0,0,0,0,0,0",48.4551,35.114,22.7512,6.43408,14.0015,9.84836,0.125328,6.76532,4.85435,9.84836
61,24782125,1790703,CC(=O)NC1=CC=C(C=C1)C(=O)NNC(=S)NC(=O)C2=CC(=C(C=C2)OC)Br,Active,45,,,=,18.075,1.044,2.695,"0,0,0,0,0,0,0,0,0,0",55.3703,16.3609,1.12413,0.104944,1.25662,1.57257,1.29739,7.1628,10.5567,10.7401,"0,0,0,0,0,0,0,0,0,0",59.3298,14.1187,3.63642,1.38402,1.4095,-8.25747,3.50393,5.07857,12.7479,13.441,"0,0,0,0,0,0,0,0,0,0",56.3487,18.1241,5.72575,12.009,6.02132,4.38552,10.0267,13.0027,14.241,10.7758
62,26660895,3663696,C1=CC2=C3C(=C1)C(=O)N(C(=O)C3=CC=C2)CCCCCC(=O)NCC4=CC=CO4,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",36.4032,29.5747,10.2662,-3.39086,-7.68163,-7.23319,-10.5965,-0.730788,-2.29014,1.65411,"0,0,0,0,0,0,0,0,0,0",36.923,26.9656,16.3711,4.89511,-6.87648,-7.7173,-7.82432,-4.51197,-2.67234,8.98714,"0,0,0,0,0,0,0,0,0,0",38.5537,34.5942,11.6829,1.36873,-7.93643,-4.86358,-4.99098,-0.0479,1.69997,-0.944817
63,24791438,1969153,C1=CC=C(C(=C1)/C=C\2/C(=O)N(C(=S)S2)CCCC(=O)NNC(=O)C3=CC=C(C=C3)Cl)Cl,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",-3.62527,4.0339,43.1655,-0.562622,-0.241579,-0.496375,1.08846,2.24014,6.7959,5.50663,"0,0,0,0,0,0,0,0,0,0",-11.9673,12.0294,19.2045,17.2731,-10.4029,0.160999,-1.63277,0.558482,7.64182,12.5951,"0,0,0,0,0,0,0,0,0,0",-4.03295,-3.94122,39.5474,22.5882,-5.30693,-1.41874,-3.01886,-4.69542,-2.83541,10.9287
64,26724139,16745338,CCCCCCNC(=O)N[C@H](C(C)C)C(=O)NCCC[C@H]1CN2[C@H](CN=C2N1CCC3=CC(=CC=C3)OC)CC4=CC=CC=C4,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",35.1955,24.8406,13.5378,16.1724,5.76142,15.3621,1.94457,11.5708,5.24164,11.0612,"0,0,0,0,0,0,0,0,0,0",34.2731,27.7096,14.7557,14.027,14.2309,13.1913,3.18288,14.1442,7.49913,8.00363,"0,0,0,0,0,0,0,0,0,0",35.858,27.6077,15.2551,10.6637,11.0306,12.7938,11.5912,19.4746,12.9365,9.84836
65,49645532,541832,CNCC(C1=CC(=C(C(=C1F)OCC2=CC=CC=C2)OCC3=CC=CC=C3)F)O,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",37.7078,23.3322,10.2305,9.52731,5.76652,14.2614,6.97425,2.31148,6.26592,14.98,"0,0,0,0,0,0,0,0,0,0",33.0246,25.131,13.8996,12.3148,12.5237,0.0998,-1.02635,15.1991,12.0192,9.60885,"0,0,0,0,0,0,0,0,0,0",34.268,26.5019,16.7329,8.60495,8.29919,3.64661,-0.103989,11.581,11.3058,9.6649
66,49647885,24747730,CCCCCCCCCC[N+](C)(C)CC/C=C\1/C2=CC=CC=C2SC3=C1C=C(C=C3)Cl.[Br-],Active,48,,,=,4.614,0.153,2.149,"0,0,0,0,0,0,0,0,0,0",93.0343,83.4692,55.727,22.4608,-3.41125,-2.69272,-4.02276,-0.955009,-2.73858,2.9128,"0,0,0,0,0,0,0,0,0,0",91.0774,82.6029,54.3307,26.0024,-3.50807,-0.985584,-0.323114,-3.92084,5.19068,4.11034,"0,0,0,0,0,0,0,0,0,0",88.9983,82.6437,56.9398,23.9692,-1.07221,0.120232,-1.7194,-2.9679,-2.92713,0.318973
67,49679736,24762072,CC1=C(C=C(C=C1)NC2=NC3=CC(=C(C=C3C(=N2)N)OC)OC)Cl.Cl,Active,45,,,=,8.565,0.324,2.817,"0,0,0,0,0,0,0,0,0,0",91.0061,60.4254,19.2656,5.0378,-8.02306,-9.61808,-10.7851,-3.06472,1.01711,8.03421,"0,0,0,0,0,0,0,0,0,0",91.2813,63.59,17.7521,3.44278,-3.89026,-5.55154,-9.32762,-4.81772,-3.9667,3.39691,"0,0,0,0,0,0,0,0,0,0",90.68,58.7438,17.2986,2.99433,-5.89296,-8.79764,-6.61149,-3.65585,4.01352,7.68768
68,49726259,24792361,C[N+]1=CC=C(C=C1)/C=C/C2=CC(=C(C=C2)OCC(=O)NC3=CC(=C(C=C3)Cl)Cl)OC.[I-],Active,57,,,=,7.127,0.385,1.107,"0,0,0,0,0,0,1,0,0,0",82.2003,55.4773,35.6541,19.2758,17.8388,12.3352,,8.61005,-3.22779,-4.3438,"0,0,0,0,0,1,0,0,0,0",83.5559,56.155,39.5729,21.7117,13.9404,,6.1691,1.82737,1.14961,-2.75897,"0,0,0,0,0,0,0,0,0,0",82.5418,54.0097,37.3256,23.271,19.9077,13.6907,3.08606,2.48474,0.762319,-0.267058
69,49723346,22510291,CC1=CC=CC=C1CNC(=O)CCCC(=O)N2C3=CC=CC=C3C(=N2)C,Active,54,,,=,13.502,0.953,0.782,"0,0,0,0,0,0,0,0,0,0",58.1221,47.3187,30.4971,18.8936,14.6538,9.17569,3.54979,5.6595,-4.30813,-3.70681,"0,0,0,0,0,0,0,0,0,0",57.8826,46.7836,29.3709,18.3484,6.64302,11.316,7.50933,8.94638,-1.61748,-2.47359,"0,0,0,0,0,0,0,0,0,0",54.6874,45.8969,31.3328,18.6388,15.9839,13.4563,9.89422,8.0393,-4.77695,-1.76016
70,49734860,20912364,C1CCC2=NC3=C(N2CC1)N=CN=C3N4CCCC(C4)C(=O)NCC5CCN(CC5)CC6=CC=CC=C6F,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",50.4782,32.831,23.8876,20.6212,11.1835,13.9047,8.9209,15.7647,1.24643,10.1235,"0,0,0,0,0,0,0,0,0,0",52.2312,32.2042,17.0999,15.3163,12.0855,14.2512,13.4919,17.1814,15.3469,12.0549,"0,0,0,0,0,0,0,0,0,0",54.5957,36.23,18.0018,9.6751,17.268,6.23534,9.44068,7.07617,6.17929,8.7884
71,49821505,17583803,CC1(CC2=C(CO1)SC(=C2C(=O)N)NC(=O)C(=O)NCCCN3CCOCC3)C,Active,53,,,=,7.916,0.623,1.566,"0,0,0,0,0,0,0,0,0,0",69.0121,69.9242,37.8403,14.664,-5.7146,-5.03685,-7.93643,-7.30963,1.32797,2.48474,"0,0,0,0,0,0,0,0,0,0",70.1892,60.9096,38.5129,14.5468,-9.21551,-4.30813,-11.0195,0.68588,2.4083,3.09116,"0,0,0,0,0,0,0,0,0,0",70.388,63.4066,38.2734,13.7111,-9.17983,-9.14926,-11.8144,-8.2218,-0.0887,3.5396
72,51085337,4066233,CC1(CC2=C(C(N1)(C)C)SC(=C2C(=O)N)NC(=O)COC3=C(C=C(C=C3)Cl)Cl)C,Active,58,,,=,4.548,0.168,1.149,"0,0,0,0,0,0,0,0,0,0",80.1773,71.983,56.5576,37.7638,13.8894,5.62383,2.34715,1.62863,3.65171,4.22755,"0,0,0,0,0,0,0,0,0,0",80.5594,71.3613,54.6721,34.5534,14.2003,5.7869,4.32437,4.93588,7.84566,6.84176,"0,0,0,0,0,0,0,0,0,0",81.9353,72.9971,53.2707,33.259,17.0846,11.4077,3.79949,1.68978,4.58426,3.7842
73,49734163,24793490,CCCC[C@@H](CNC)NC[C@@H](C(C)C)NCCCCC1CCCCC1,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",31.0117,26.3846,19.8313,6.37803,7.64692,2.02101,5.70027,2.93318,-8.41035,-7.78355,"0,0,0,0,0,0,0,0,0,0",30.8894,33.9011,22.3334,15.622,11.7084,3.62113,5.27221,0.925388,-10.4895,-23.9325,"0,0,0,0,0,0,0,0,0,0",29.0855,28.5249,19.2911,13.9455,6.81118,5.83277,2.92299,7.01502,-7.7275,-14.1382
74,56324718,9552079,C1=CC(=CC=C1N/C(=N/C(=NCCCCCCN=C(/N=C(/NC2=CC=C(C=C2)Cl)\N)N)N)/N)Cl,Active,54,,,=,3.012,0.145,1.587,"0,0,0,0,0,0,0,0,0,0",84.6005,87.4033,73.3538,40.3933,15.6373,8.24314,-1.86208,-4.89416,2.87203,7.13732,"0,0,0,0,0,0,0,0,0,0",86.8478,86.4147,71.4836,43.3082,17.3903,12.1415,-4.02785,-2.79973,3.77401,11.3517,"0,0,0,0,0,0,0,0,0,0",88.5753,87.4848,73.3946,42.5387,20.1982,12.6205,-1.8417,-1.76526,-5.37827,5.57287
75,26670955,766854,CC1=CC2=C(C=C1)NC(=C2N=NC(=S)N)O,Inactive,41,,,>,20,,,"0,0,0,0,0,0,0,0,0,0",51.905,36.8619,18.9038,-0.0734,-6.72869,-16.2224,-8.80783,-9.8423,2.74463,1.18528,"0,0,0,0,0,0,0,0,0,0",43.8739,37.3154,12.4422,-2.98828,-15.8402,-10.0105,-12.4973,-7.42174,-8.26766,-1.51556,"0,0,0,0,0,0,0,0,0,0",39.8583,39.95,13.7569,4.18678,-12.6705,-9.93403,-11.7788,-6.52995,1.55219,3.1625
76,51086415,24892075,CN(C)CCCN(C1=NC2=C(S1)C=CC(=C2)OC)C(=O)C3=CC=C(C=C3)S(=O)(=O)N4CCC5=CC=CC=C5C4.Cl,Active,56,,,=,8.44,1.079,0.843,"0,0,0,0,0,0,0,0,0,0",72.727,54.9575,27.6484,19.0567,14.2156,13.5378,10.5822,16.8043,13.1149,11.6778,"0,0,0,0,0,0,0,0,0,0",74.2456,55.3957,30.9964,21.0798,20.4785,4.70657,7.9119,16.7431,10.8166,11.8001,"0,0,0,0,0,0,0,0,0,0",74.1997,59.4317,30.5022,30.92,14.1493,5.08876,5.21616,20.7791,11.2039,13.4104
77,56319306,18777886,CCOC(=O)C1=C(NC(=O)NC1C)COC(=O)C2=CC(=C(C(=C2)OC)OC)OC,Active,54,,,=,6.847,0.266,0.703,"0,0,0,0,0,0,0,0,0,0",68.6248,55.462,43.0381,30.0486,23.1946,13.9353,11.316,12.7276,6.50033,-0.129468,"0,0,0,0,0,0,0,0,0,0",71.0403,58.3922,42.0699,33.4578,23.6991,17.5075,9.84836,9.12473,1.0324,0.589057,"0,0,0,0,0,0,0,0,0,0",68.2324,57.7195,46.004,30.3289,20.7282,15.1736,11.1478,9.27252,7.92719,3.23894
